Gene name,Gene stable ID
ZNF283,ENSG00000167637
RP11-632P5.1,ENSG00000279205
TSSK1A,ENSG00000231086
PHBP18,ENSG00000257885
CES5AP1,ENSG00000215478
RP11-65E10.1,ENSG00000277056
AP000343.1,ENSG00000214526
ATG7,ENSG00000197548
RP11-222G7.2,ENSG00000272748
SFTA3,ENSG00000257520
RP11-81F13.2,ENSG00000258601
EXOC1,ENSG00000090989
AC104389.16,ENSG00000224091
CTD-2196E14.5,ENSG00000261266
CPXCR1,ENSG00000147183
CRACR2A,ENSG00000130038
GAPDHP48,ENSG00000232718
PLK1,ENSG00000166851
BCRP8,ENSG00000236794
AC008984.2,ENSG00000275893
AC008984.6,ENSG00000274785
PSAPL1,ENSG00000178597
UPK3B,ENSG00000276184
RP11-586K12.8,ENSG00000260974
IGHV3-71,ENSG00000254056
NDUFA6-AS1,ENSG00000280811
IGHV1-69D,ENSG00000280411
GOLGA8IP,ENSG00000277561
AC015849.13,ENSG00000270894
CHL1,ENSG00000134121
COX7C,ENSG00000127184
HSPD1P8,ENSG00000215357
RPS3AP3,ENSG00000231241
RP11-861L17.3,ENSG00000264472
IGHVIII-67-2,ENSG00000254036
RP11-1280N14.3,ENSG00000277219
RP11-345F18.1,ENSG00000250821
IGHVII-67-1,ENSG00000253820
SERPINA10,ENSG00000140093
LINC01117,ENSG00000224577
ALS2CL,ENSG00000178038
SNRPEP9,ENSG00000214124
RP11-324L17.1,ENSG00000272551
RP11-719C20.1,ENSG00000259507
RP11-586K12.10,ENSG00000260311
CAPZA3,ENSG00000177938
SOWAHB,ENSG00000186212
RP11-666A1.4,ENSG00000229002
HORMAD1,ENSG00000143452
LINC02001,ENSG00000267321
RP11-861L17.4,ENSG00000273584
FAM117B,ENSG00000138439
PRMT8,ENSG00000111218
C9orf129,ENSG00000204352
AY269186.2,ENSG00000224918
CTD-2011G17.1,ENSG00000250984
XXbac-BPG308K3.5,ENSG00000235668
COL16A1,ENSG00000084636
RP1-229K20.5,ENSG00000218809
TLDC2,ENSG00000101342
SFT2D3,ENSG00000173349
LINC00388,ENSG00000229788
LONRF2P2,ENSG00000233905
COX6CP14,ENSG00000239576
NEMF,ENSG00000165525
CTD-2207P18.2,ENSG00000258976
SMN1,ENSG00000275349
AC090960.1,ENSG00000231780
MZT2A,ENSG00000173272
IGHV3-65,ENSG00000282821
RP11-14N7.2,ENSG00000232527
OR2I1P,ENSG00000226896
GNAZ,ENSG00000128266
IGLC7,ENSG00000211685
AP000361.2,ENSG00000237472
PRH2,ENSG00000275679
TAS2R30,ENSG00000274699
TAS2R46,ENSG00000278111
WDR31,ENSG00000148225
RP1-257I20.14,ENSG00000280750
RP11-314A15.2,ENSG00000230039
CENPK,ENSG00000123219
RPL7AP7,ENSG00000227326
RP11-32P22.1,ENSG00000229087
RP11-244H3.4,ENSG00000271741
PFKFB3,ENSG00000170525
BX255923.3,ENSG00000276462
ACRBP,ENSG00000111644
RP11-58A12.3,ENSG00000225655
RP11-65N13.6,ENSG00000214593
LPAR5,ENSG00000184574
RP4-621F18.2,ENSG00000282057
IGLJ5,ENSG00000211681
RP11-265G8.3,ENSG00000236960
AC079584.3,ENSG00000283994
RP11-196D18.2,ENSG00000233454
RP11-536C10.5,ENSG00000257825
RP11-196D18.1,ENSG00000227148
RP5-839B4.8,ENSG00000243961
LINC00307,ENSG00000227342
TAS2R8,ENSG00000277316
HIGD1AP15,ENSG00000237005
CLDN17,ENSG00000156282
BNIP3P6,ENSG00000257356
AIFM1P1,ENSG00000225509
KIR3DS1,ENSG00000275434
CHST3,ENSG00000122863
MYL12A,ENSG00000101608
RP11-341D18.8,ENSG00000279081
RP11-974F13.1,ENSG00000276909
FCAR,ENSG00000275269
ABCB11,ENSG00000276582
FAM138E,ENSG00000248893
C21orf62-AS1,ENSG00000263140
AP000280.66,ENSG00000280072
CREB3,ENSG00000107175
IGHV3-33-2,ENSG00000253440
RP11-720L3.1,ENSG00000279962
HLA-N,ENSG00000232232
RP11-168L7.1,ENSG00000258460
CYP21A2,ENSG00000232414
IGHVII-33-1,ENSG00000254203
RP11-196B3.4,ENSG00000279397
IGHVIII-51-1,ENSG00000282294
TMEM87A,ENSG00000103978
DPYSL5,ENSG00000157851
RP11-8L8.2,ENSG00000259004
AC005943.2,ENSG00000267059
IGHVII-49-1,ENSG00000282465
RPL7AP73,ENSG00000237952
AC007967.3,ENSG00000173357
CCDC158,ENSG00000163749
SNX5P1,ENSG00000249858
PTCSC3,ENSG00000259104
LINC00609,ENSG00000257585
IGHVII-46-1,ENSG00000282196
C6orf214,ENSG00000227596
OR2U2P,ENSG00000249415
OR2G1P,ENSG00000231320
OR2U1P,ENSG00000236918
LINC00345,ENSG00000235660
KIR2DL4,ENSG00000276979
RP11-638L3.1,ENSG00000265533
RP11-141M1.4,ENSG00000277386
RP11-29O13.1,ENSG00000264040
STARD13-IT1,ENSG00000230300
CTD-2541J13.2,ENSG00000263424
OR14J1,ENSG00000236927
RP11-439L8.2,ENSG00000215899
FBLN2,ENSG00000163520
LINC01039,ENSG00000234168
LINC01799,ENSG00000230525
RPL31P9,ENSG00000264054
HTATSF1P1,ENSG00000230012
AC009474.2,ENSG00000230355
AP000705.8,ENSG00000262752
XXbac-BCX196D17.5,ENSG00000224229
LINC00308,ENSG00000262510
KB-226F1.5,ENSG00000276636
OR2J3,ENSG00000226271
IGHV3-41,ENSG00000282783
FAM21FP,ENSG00000237840
GPN1,ENSG00000198522
IGHVII-40-1,ENSG00000282292
TUBB8,ENSG00000261456
AC009474.1,ENSG00000224071
RP11-158I13.2,ENSG00000259080
OR2J1,ENSG00000234305
SUPT7L,ENSG00000119760
RP11-1084I9.2,ENSG00000258931
FAM197Y10,ENSG00000235719
TTTY11,ENSG00000180910
RP11-566K19.8,ENSG00000273679
PRPF19P1,ENSG00000264685
ZNF311,ENSG00000225351
VN1R7P,ENSG00000275592
CDH12P2,ENSG00000280638
HCG16,ENSG00000241408
RP11-566K19.11,ENSG00000274835
HCG15,ENSG00000224642
RP11-603B24.1,ENSG00000258732
AP000223.42,ENSG00000260583
EIF3FP1,ENSG00000275945
MTND2P3,ENSG00000234850
TAS2R20,ENSG00000273092
RP11-555K2.2,ENSG00000279783
MTCYBP1,ENSG00000234179
PRR4,ENSG00000263247
bP-21264C1.1,ENSG00000279208
RBMY2KP,ENSG00000225809
bP-21264C1.2,ENSG00000278932
IL17RE,ENSG00000163701
AC023449.2,ENSG00000223628
AC092635.1,ENSG00000229370
AC016730.1,ENSG00000227718
GAPDHP17,ENSG00000229551
AP000351.13,ENSG00000280929
AB019438.66,ENSG00000282533
IGHV7-40,ENSG00000282194
IGHV4-39,ENSG00000282579
USP6NL,ENSG00000148429
RP11-138I18.1,ENSG00000271360
RP11-432I13.6,ENSG00000282156
ANKRD30BP3,ENSG00000275985
FGF9,ENSG00000102678
USP12,ENSG00000152484
RPS7P10,ENSG00000226525
IGHV4-34,ENSG00000276491
IGHV3-33-2,ENSG00000282526
AP000235.3,ENSG00000244278
AP001342.1,ENSG00000237444
BNIP3P24,ENSG00000280428
TAS2R8,ENSG00000272712
AP000470.2,ENSG00000224018
RP11-748L13.2,ENSG00000275336
RP11-544P1.3,ENSG00000280086
CH17-60O17.5,ENSG00000278082
CH17-60O17.4,ENSG00000281959
IGHV3-33,ENSG00000282642
TAS2R7,ENSG00000273326
IGHV3-29,ENSG00000281983
KB-226F1.2,ENSG00000281400
DDTL,ENSG00000275758
RBM17,ENSG00000134453
IGHVII-30-1,ENSG00000282136
bP-2171C21.5,ENSG00000279381
LINC00437,ENSG00000236354
PSMB1,ENSG00000281184
RP13-270P17.2,ENSG00000265399
LILRP1,ENSG00000276099
bP-2171C21.4,ENSG00000279414
ZNF736P9Y,ENSG00000239893
AC096559.2,ENSG00000223360
RPS21P8,ENSG00000223782
RP11-545M8.4,ENSG00000283579
FGFR1OP2P1,ENSG00000230256
RPL32P23,ENSG00000214015
KLF4P1,ENSG00000233186
KIR3DL3,ENSG00000275172
AP000479.1,ENSG00000281839
MIR3681HG,ENSG00000224184
ZNF736P7Y,ENSG00000241200
OR5G3,ENSG00000281107
OR5G5P,ENSG00000262535
XXbac-BPG308K3.5,ENSG00000272793
OR9G4,ENSG00000262647
PDS5B,ENSG00000083642
OR8U1,ENSG00000281038
OR8U8,ENSG00000262315
VARS,ENSG00000231116
CH17-132F21.4,ENSG00000281095
OR8K1,ENSG00000263328
AC018696.1,ENSG00000280917
CH17-60O17.1,ENSG00000282702
FNTAP2,ENSG00000230022
OR8K2P,ENSG00000280617
CH17-132F21.5,ENSG00000280944
FAM8A2P,ENSG00000281773
RP11-108F14.1,ENSG00000273863
OR8K3,ENSG00000262755
OR8I1P,ENSG00000280712
MTCO1P1,ENSG00000280243
MICU2,ENSG00000165487
KIR2DL2,ENSG00000273578
OR8H1,ENSG00000262611
SNX18P10,ENSG00000279213
ZNF92P1Y,ENSG00000215603
OR5T1,ENSG00000262784
LINC01666,ENSG00000279579
OR5T3,ENSG00000261897
AP000350.8,ENSG00000280601
RP11-109F19.1,ENSG00000278854
IGHV4-28,ENSG00000282726
bP-2168N6.3,ENSG00000279167
OR5T2,ENSG00000262851
RP11-1305N21.1,ENSG00000280235
bP-2168N6.1,ENSG00000279615
AP000350.7,ENSG00000281065
OR8J2,ENSG00000263150
IGHV7-27,ENSG00000282267
RPSAP68,ENSG00000279990
IGHVII-26-2,ENSG00000282452
CH507-513H4.3,ENSG00000281181
AP000350.6,ENSG00000281900
RP11-444K7.8,ENSG00000281819
IGHVIII-26-1,ENSG00000282239
RP11-982M15.2,ENSG00000258430
MYLPF,ENSG00000180209
RP11-497E19.1,ENSG00000205562
UBB,ENSG00000170315
KIR2DL5B,ENSG00000275946
AC008072.1,ENSG00000228681
CTD-2291D10.3,ENSG00000269543
HLA-DQA1,ENSG00000196735
SEC61G,ENSG00000132432
ATP6V0B,ENSG00000117410
RP11-1006G14.2,ENSG00000259783
HNRNPA1P35,ENSG00000225695
RPL31P35,ENSG00000232612
MBD3L3,ENSG00000182315
TRBV6-5,ENSG00000277110
GOLGA6L9,ENSG00000274320
RP11-1437A8.2,ENSG00000260414
SLC9A2,ENSG00000115616
ADGRF1,ENSG00000153292
RP11-863P13.5,ENSG00000261193
RP4-673D20.5,ENSG00000236550
LINC00333,ENSG00000233349
UQCRHP4,ENSG00000242728
MTND5P3,ENSG00000232447
RPL7AP14,ENSG00000213979
SOS2,ENSG00000100485
LIPA,ENSG00000107798
AC016694.2,ENSG00000224917
RPL23AP30,ENSG00000226658
PSMC1P10,ENSG00000236348
HLA-DQA1,ENSG00000228284
VENTXP2,ENSG00000215037
AC016909.1,ENSG00000233729
VN1R64P,ENSG00000213547
RP11-752L20.3,ENSG00000280219
APOC2,ENSG00000234906
ZNF74,ENSG00000185252
RP4-737E23.7,ENSG00000275179
FAM201B,ENSG00000230992
CTD-2267D19.7,ENSG00000278346
RP11-209E8.1,ENSG00000259237
ZNF723P,ENSG00000268696
ZNF99,ENSG00000213973
CTB-159G17.3,ENSG00000270518
PPP1R26P1,ENSG00000238086
TRBV5-1,ENSG00000282803
RP11-15D14.1,ENSG00000254583
RP11-488P3.1,ENSG00000230439
AC007040.11,ENSG00000258881
OR4K7P,ENSG00000265340
RP11-567M16.6,ENSG00000274828
PPP6R2P1,ENSG00000233442
EGF,ENSG00000138798
TPRN,ENSG00000176058
MIMT1,ENSG00000268654
SIKE1,ENSG00000052723
AC024937.2,ENSG00000228413
RP11-544A12.4,ENSG00000236986
SAR1P1,ENSG00000226657
ZBED2,ENSG00000177494
OR4N1P,ENSG00000258564
OR10J3,ENSG00000196266
RP11-347C12.11,ENSG00000274653
DIAPH3,ENSG00000139734
LPCAT1,ENSG00000275079
HDGFL1,ENSG00000112273
AKIRIN1P2,ENSG00000228125
BOLA3P2,ENSG00000267332
RP11-471L13.3,ENSG00000263648
MUC21,ENSG00000231350
NR2F1,ENSG00000175745
MRPL34,ENSG00000130312
ENAM,ENSG00000132464
RP11-295P22.2,ENSG00000271375
RP11-307F22.2,ENSG00000243828
AC069277.2,ENSG00000189229
AC007557.4,ENSG00000231597
RP11-275N1.3,ENSG00000278650
RP11-274J15.2,ENSG00000240912
NECTIN3,ENSG00000177707
RP11-480A16.1,ENSG00000260261
LY6G5C,ENSG00000228883
RP3-407E4.4,ENSG00000218048
AMBN,ENSG00000178522
NDUFV2,ENSG00000178127
POLR3D,ENSG00000168495
MTND3P4,ENSG00000230302
TUBB,ENSG00000232575
FGFR3P,ENSG00000223971
HOXC-AS1,ENSG00000250451
DHFRP2,ENSG00000230016
HOXC10,ENSG00000180818
POU3F1,ENSG00000185668
LAMP2,ENSG00000005893
AC012531.25,ENSG00000260597
HOXC4,ENSG00000198353
RP11-276M12.1,ENSG00000259445
FAM25BP,ENSG00000273225
AC006129.2,ENSG00000281556
RP11-433O3.1,ENSG00000225356
ZNF970P,ENSG00000258368
HCG4,ENSG00000235317
GSC2,ENSG00000063515
DYNLL1P1,ENSG00000205579
TSPY13P,ENSG00000187657
DNAJC19P2,ENSG00000281505
ESRRAP1,ENSG00000215572
RP11-2B6.3,ENSG00000269946
LINC00543,ENSG00000260704
RP11-553A10.1,ENSG00000206532
CD207,ENSG00000116031
RP5-961K14.1,ENSG00000232842
RP4-809F18.2,ENSG00000278208
SIGLEC6,ENSG00000105492
AC087430.1,ENSG00000235158
KATNAL2,ENSG00000167216
AC090044.2,ENSG00000224239
NEBL-AS1,ENSG00000231920
CTBP2P4,ENSG00000251102
ACKR1,ENSG00000213088
MTCO1P24,ENSG00000249448
RPS7P13,ENSG00000235425
MFSD10,ENSG00000109736
RP11-661G16.1,ENSG00000258437
RPSAP32,ENSG00000238075
CHRNE,ENSG00000108556
PYDC2,ENSG00000253548
RP4-555D20.1,ENSG00000280435
RP4-555D20.2,ENSG00000261786
RP11-703I16.1,ENSG00000267480
AC128709.4,ENSG00000280749
ST13P14,ENSG00000240959
CH17-64J14.5,ENSG00000281650
GAPDH,ENSG00000111640
LSM3,ENSG00000170860
POLK,ENSG00000122008
RP11-804H8.5,ENSG00000228337
CCNB1IP1P3,ENSG00000231001
CISD2,ENSG00000145354
PAICSP7,ENSG00000232293
RP11-465I4.3,ENSG00000264845
RP11-161N3.3,ENSG00000224949
RNF20,ENSG00000155827
NCR1,ENSG00000275637
CTD-2545G14.2,ENSG00000262067
RPL7P55,ENSG00000228301
RNASE6,ENSG00000169413
CTC-450M9.1,ENSG00000268764
ZNF302,ENSG00000089335
RP11-544M22.1,ENSG00000198358
RP11-521D12.2,ENSG00000244260
RPS16P5,ENSG00000217527
RP11-126H7.4,ENSG00000204049
IGHV3OR16-10,ENSG00000233732
RP11-4C20.3,ENSG00000232259
RP11-4C20.4,ENSG00000227076
RP11-16P6.1,ENSG00000261428
IGHV3OR16-8,ENSG00000271130
LINC00458,ENSG00000234787
GPANK1,ENSG00000232312
NCAPD2P1,ENSG00000230356
C16orf78,ENSG00000166152
XXbac-BPG154L12.5,ENSG00000277427
CTD-2342J14.6,ENSG00000267277
KRTAP16-1,ENSG00000263186
SSU72,ENSG00000160075
RP11-491F9.5,ENSG00000260769
RP11-491F9.2,ENSG00000280189
GABPAP,ENSG00000235720
RP11-428P16.3,ENSG00000277981
CFI,ENSG00000205403
KTN1,ENSG00000126777
NPM1P4,ENSG00000226703
RP11-337N6.3,ENSG00000280374
SIGLEC31P,ENSG00000268847
TMEM41B,ENSG00000166471
RP11-1030E3.2,ENSG00000274930
PKN1,ENSG00000123143
RP5-855D21.1,ENSG00000272240
RP11-481E4.2,ENSG00000261285
AC005498.3,ENSG00000267421
OR11A1,ENSG00000206472
KRT8P40,ENSG00000213069
RP5-905H7.4,ENSG00000236638
RP11-452L6.6,ENSG00000280132
RPS6P15,ENSG00000230809
RP11-279N8.1,ENSG00000228573
ZDHHC8P1,ENSG00000133519
OR4F21,ENSG00000176269
RP11-432I5.6,ENSG00000260185
RORA-AS1,ENSG00000245534
CYCSP38,ENSG00000259513
CTD-2501E16.2,ENSG00000259274
RP1-290I10.3,ENSG00000228478
RP11-410N8.1,ENSG00000228156
UBA7,ENSG00000182179
AGBL1,ENSG00000273540
AKR1C4,ENSG00000198610
CNMD,ENSG00000136110
RPL7AP52,ENSG00000225354
RP11-471B22.3,ENSG00000275198
STK17B,ENSG00000081320
RP11-85G18.6,ENSG00000262412
AC005578.3,ENSG00000280247
DGCR12,ENSG00000281530
FTCD-AS1,ENSG00000280541
CCDC94,ENSG00000105248
ZNF573,ENSG00000189144
GPR53P,ENSG00000237811
CTD-2528L19.6,ENSG00000267152
WBP1LP3,ENSG00000253612
DENND5A,ENSG00000184014
ROCK1P1,ENSG00000263006
DHX16,ENSG00000233049
RP11-566K19.6,ENSG00000274253
MAGEF1,ENSG00000177383
MED15P1,ENSG00000257853
AP005530.2,ENSG00000263305
MAB21L2,ENSG00000181541
SLC25A21-AS1,ENSG00000258708
RP11-138E16.1,ENSG00000259602
KRTAP19-11P,ENSG00000236612
MROH6,ENSG00000277781
SIGLEC10,ENSG00000142512
TSPY7P,ENSG00000188656
C1D,ENSG00000197223
SYT9,ENSG00000170743
RPL29P3,ENSG00000243730
CTB-187M2.2,ENSG00000265126
ABHD17AP7,ENSG00000260864
RP11-586K12.7,ENSG00000261391
EGFL6,ENSG00000198759
MYL6P3,ENSG00000227173
RHOXF2,ENSG00000131721
QARS,ENSG00000172053
SERF1A,ENSG00000172058
AC010980.2,ENSG00000237732
PRDM2,ENSG00000116731
RP11-408E1.1,ENSG00000225122
RP5-849H19.3,ENSG00000278967
NDUFA6,ENSG00000277365
AC012594.1,ENSG00000231898
VMO1,ENSG00000182853
AC007277.3,ENSG00000213981
FAM200B,ENSG00000237765
SPDYE16,ENSG00000281950
RP11-140H17.1,ENSG00000260108
FOSL1P1,ENSG00000248394
POM121L14P,ENSG00000218189
AP2B1,ENSG00000006125
NDUFA12P1,ENSG00000225999
JTB,ENSG00000143543
LINC00554,ENSG00000260738
RP11-136K7.3,ENSG00000277680
CTC-261N6.2,ENSG00000250124
FAM212A,ENSG00000185614
SFN,ENSG00000175793
MAMSTR,ENSG00000176909
AC006011.4,ENSG00000244563
BUB1,ENSG00000169679
LINC01203,ENSG00000226985
SERPINA6,ENSG00000170099
ADH5,ENSG00000197894
GALNT6,ENSG00000139629
AC017048.2,ENSG00000236231
SPEF1,ENSG00000101222
LARP1B,ENSG00000138709
SLC8A1-AS1,ENSG00000227028
PBX2P1,ENSG00000244171
CACFD1,ENSG00000160325
MTND4P19,ENSG00000230338
CTC-507E2.2,ENSG00000267592
WNK2,ENSG00000165238
GSTM5,ENSG00000134201
CLIC4,ENSG00000169504
MTCO2P17,ENSG00000233888
PRELID3BP7,ENSG00000250711
GRIN1,ENSG00000176884
DCST1-AS1,ENSG00000232093
CH17-125A10.1,ENSG00000276756
RP1-232L24.2,ENSG00000218029
RP11-320G10.1,ENSG00000274840
PRELID3BP4,ENSG00000251163
RP3-508D13.1,ENSG00000217786
RAD23BP1,ENSG00000236570
PDCL3P3,ENSG00000214286
IL16,ENSG00000172349
CTD-2325A15.3,ENSG00000249092
IGHV3-66,ENSG00000282045
LINC02064,ENSG00000248391
CH17-248H7.3,ENSG00000275767
BNIP3P7,ENSG00000270496
RP11-761I4.4,ENSG00000271725
LINC02109,ENSG00000259786
PRR4,ENSG00000282269
GNAQP1,ENSG00000214077
RP11-1292F20.1,ENSG00000259822
TAS2R20,ENSG00000282612
LRRC56,ENSG00000161328
CYP2D6,ENSG00000272532
RP11-79M19.2,ENSG00000236426
RP4-791M13.5,ENSG00000254913
NLRP1,ENSG00000091592
RP11-543P15.1,ENSG00000227081
OR10A4,ENSG00000170782
IGLC4,ENSG00000254029
TSPAN9-IT1,ENSG00000256197
RP11-358N2.2,ENSG00000277692
RP11-570L15.2,ENSG00000257640
SATB1,ENSG00000182568
AC092652.1,ENSG00000231758
RP11-354E11.2,ENSG00000233968
SEC24B,ENSG00000138802
SEPT14P1,ENSG00000231523
XXbac-BPG13B8.10,ENSG00000224753
RP11-420K14.6,ENSG00000279280
DEAF1,ENSG00000282712
FAM72C,ENSG00000263513
RP11-536C10.2,ENSG00000257721
RP11-1264N5.1,ENSG00000276794
USP9YP4,ENSG00000238154
ARHGDIG,ENSG00000242173
CTD-2269E23.4,ENSG00000277878
RP4-758J18.13,ENSG00000272455
AKR1B10P2,ENSG00000263355
ITGAD,ENSG00000156886
RP11-482M8.1,ENSG00000260750
LINC00851,ENSG00000237282
RP11-157F20.1,ENSG00000229863
STOML3,ENSG00000133115
KIR3DL2,ENSG00000278707
HRAS,ENSG00000174775
RP11-150D20.5,ENSG00000272988
RP11-526H11.1,ENSG00000264869
LINC01912,ENSG00000264699
TPRKB,ENSG00000144034
MROH7-TTC4,ENSG00000271723
UBA2,ENSG00000126261
PBX2,ENSG00000204304
KIR2DL5A,ENSG00000274143
RP11-253E3.1,ENSG00000234589
HCG19P,ENSG00000229149
RPL13AP6,ENSG00000234118
RP11-341D18.2,ENSG00000279924
RP11-124L9.2,ENSG00000273656
AC010641.1,ENSG00000267443
RP11-846E15.3,ENSG00000277036
LINC00929,ENSG00000259150
KRBOX4,ENSG00000147121
RP11-75A9.3,ENSG00000224072
IGHV3-36,ENSG00000253240
PRX,ENSG00000105227
IGHV3-35,ENSG00000211957
NFATC1,ENSG00000131196
APMAP,ENSG00000101474
IGHV7-34-1,ENSG00000253325
RP11-87H9.5,ENSG00000279456
KB-1125A3.14,ENSG00000281310
C21orf62,ENSG00000262938
ALMS1P1,ENSG00000163016
PCSK1N,ENSG00000102109
LINC00524,ENSG00000259023
RP11-124N19.3,ENSG00000262198
BASP1P1,ENSG00000230535
NUS1P2,ENSG00000234685
RPS29P11,ENSG00000242640
RBMY1HP,ENSG00000169811
IGHV3-50,ENSG00000282138
FTH1P7,ENSG00000232187
RP11-109P14.10,ENSG00000230955
AC005363.9,ENSG00000255513
IGHV3-47,ENSG00000282398
APOO,ENSG00000184831
HLA-DPA1,ENSG00000235844
GBA2,ENSG00000070610
RPL9P7,ENSG00000238103
SLC2AXP1,ENSG00000275768
RP11-78J21.6,ENSG00000280296
SERF1B,ENSG00000278839
CTD-2311M21.5,ENSG00000277718
RP11-356M17.1,ENSG00000240426
RP11-78J21.4,ENSG00000244471
ADAMTS3,ENSG00000156140
RP11-318K12.1,ENSG00000276963
TLR7,ENSG00000196664
IGHV1-46,ENSG00000282131
LINC01829,ENSG00000236780
VPS52,ENSG00000223618
TEC,ENSG00000135605
FNTB,ENSG00000257365
LRCH1,ENSG00000136141
RP11-18A15.1,ENSG00000254261
PDPN,ENSG00000162493
CHURC1,ENSG00000258289
DIO2-AS1,ENSG00000258766
RP11-322E11.3,ENSG00000279074
RP11-322E11.6,ENSG00000267140
RP11-840I19.5,ENSG00000272158
RP11-322E11.5,ENSG00000267583
CDHR5,ENSG00000273572
GOLGA8DP,ENSG00000185182
MRPL39,ENSG00000154719
PRDX3P3,ENSG00000234701
RP11-28O3.1,ENSG00000265472
LINC01225,ENSG00000260386
CTD-2207P18.1,ENSG00000258425
PTCD2P2,ENSG00000234256
OR2B4P,ENSG00000237690
STARD13-AS,ENSG00000236581
CFL1P8,ENSG00000234239
FAM71BP1,ENSG00000270683
MEX3D,ENSG00000181588
LTBP2,ENSG00000119681
IGHVII-44-2,ENSG00000281956
IGHVIV-44-1,ENSG00000282553
IGHVIII-44,ENSG00000282802
IGHV3-43,ENSG00000282151
RP11-20A20.2,ENSG00000269957
CDKN2AIPNLP2,ENSG00000145835
IGKV1OR10-1,ENSG00000282178
AP000705.6,ENSG00000261847
BRD7P6,ENSG00000235289
LRRC9,ENSG00000131951
OR2N1P,ENSG00000229040
RP11-671E7.1,ENSG00000228702
LINC00424,ENSG00000226722
ZNF414,ENSG00000133250
EGOT,ENSG00000235947
CCDC121,ENSG00000176714
A1CF,ENSG00000148584
MARCH8,ENSG00000278545
OR2B3,ENSG00000233054
OR2W1,ENSG00000226463
SERF1B,ENSG00000277429
AC007967.2,ENSG00000228207
SPATA31E3P,ENSG00000274279
RBMY2TP,ENSG00000237269
SLC4A1AP,ENSG00000163798
HSPA1A,ENSG00000235941
RP11-389J22.3,ENSG00000263622
RP11-661A12.4,ENSG00000282192
ECHDC3,ENSG00000134463
RP11-375O18.2,ENSG00000233086
SAMD11,ENSG00000187634
CHCHD2P9,ENSG00000186940
ZNF512,ENSG00000243943
RP11-603B24.2,ENSG00000259098
RP11-603B24.6,ENSG00000271507
MIR155HG,ENSG00000234883
RPS8P10,ENSG00000223877
TOMM22P3,ENSG00000227604
LINC01320,ENSG00000228262
PRH2,ENSG00000272803
RP11-785H5.2,ENSG00000262531
TAS2R15P,ENSG00000273144
TAS2R19,ENSG00000263028
TAS2R46,ENSG00000262525
TAS2R30,ENSG00000262111
LSM2,ENSG00000224979
RP11-144O23.8,ENSG00000272718
SMIM10L1,ENSG00000262986
FAM84A,ENSG00000162981
TAS2R63P,ENSG00000263158
RP11-529E15.1,ENSG00000272027
AC073218.3,ENSG00000232153
HSP90AA4P,ENSG00000281610
TRIM60P3Y,ENSG00000227830
OR13A1,ENSG00000277495
LINC01262,ENSG00000280513
RP11-555K2.4,ENSG00000279321
RP11-138I18.2,ENSG00000271046
RP11-462G22.2,ENSG00000280853
IGHV1OR15-1,ENSG00000270505
AF146191.4,ENSG00000281787
ZNF736P10Y,ENSG00000216824
LINC01596,ENSG00000281377
KRT18P40,ENSG00000277976
LINC01194,ENSG00000273954
ENHO,ENSG00000168913
CTD-2542C24.8,ENSG00000279974
IGHV1OR15-3,ENSG00000271288
RP11-296L22.8,ENSG00000230729
CH17-39B16.2,ENSG00000278019
CH17-39B16.1,ENSG00000281703
bP-21201H5.1,ENSG00000270533
RP11-296L22.7,ENSG00000232983
bP-21201H5.2,ENSG00000280372
RP11-17E15.1,ENSG00000275866
TM9SF2,ENSG00000125304
ITPR1,ENSG00000150995
LINC00412,ENSG00000234772
RP11-428O18.6,ENSG00000275294
USP12-AS2,ENSG00000230641
ATP10A,ENSG00000206190
NOC2L,ENSG00000188976
LINC00279,ENSG00000232348
TTTY18,ENSG00000233699
MAP1A,ENSG00000166963
TTTY19,ENSG00000232419
RP11-345J18.2,ENSG00000274307
IGHV4OR15-8,ENSG00000259261
CH507-216K13.2,ENSG00000279851
ALOX5,ENSG00000275565
KL,ENSG00000133116
AGAP10P,ENSG00000230869
PGGT1BP1,ENSG00000213667
ZNF430,ENSG00000278780
IER3,ENSG00000227231
PRORY,ENSG00000183146
RBM23,ENSG00000100461
RP11-386M24.8,ENSG00000272298
MICB,ENSG00000224378
HMGN1P38,ENSG00000253954
ERICH1,ENSG00000282665
DADB-110M10.7,ENSG00000259101
NTF6B,ENSG00000267685
RBM6,ENSG00000004534
OR11A1,ENSG00000206517
LINC01671,ENSG00000225431
CH17-270A2.1,ENSG00000278431
IGFLR1,ENSG00000126246
SH3GL2,ENSG00000107295
OR2J2,ENSG00000234746
ERGIC2,ENSG00000087502
EXOSC6,ENSG00000223496
RP11-656A15.1,ENSG00000243861
MTHFD2L,ENSG00000163738
RP11-629B11.5,ENSG00000269559
SAMM50P1,ENSG00000224488
MINDY3,ENSG00000148481
TIMM8A,ENSG00000126953
RP1-40G4P.1,ENSG00000231369
AC004869.2,ENSG00000230680
RP11-125M16.1,ENSG00000234015
ZNF619P1,ENSG00000224547
TTC4P1,ENSG00000221971
MPIG6B,ENSG00000237459
LDHBP1,ENSG00000232662
RP11-627G18.1,ENSG00000266283
RP11-856M7.4,ENSG00000264072
AC018804.6,ENSG00000227632
RP11-78A18.2,ENSG00000224250
TRIO,ENSG00000038382
RP11-461L13.5,ENSG00000270883
KCNC3,ENSG00000131398
POLR3GP1,ENSG00000281924
